beta_ising,temperature_inverse_beta,beta_dir,dataset_label,edge_alignment,domain_wall_fraction,n_edges,source_dataset_path
0.23,4.347826,beta_0p23,dataset_001,0.8086303940,0.0956848030,2132,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p23/dataset_001
0.23,4.347826,beta_0p23,dataset_002,0.8011204482,0.0994397759,2142,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p23/dataset_002
0.23,4.347826,beta_0p23,dataset_003,0.8503717472,0.0748141264,2152,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p23/dataset_003
0.23,4.347826,beta_0p23,dataset_004,0.8250915751,0.0874542125,2184,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p23/dataset_004
0.23,4.347826,beta_0p23,dataset_005,0.7824660103,0.1087669948,2133,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p23/dataset_005
0.23,4.347826,beta_0p23,dataset_006,0.8249312557,0.0875343721,2182,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p23/dataset_006
0.23,4.347826,beta_0p23,dataset_007,0.8472095151,0.0763952425,2186,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p23/dataset_007
0.23,4.347826,beta_0p23,dataset_008,0.8822438572,0.0588780714,2157,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p23/dataset_008
0.23,4.347826,beta_0p23,dataset_009,0.8071297989,0.0964351005,2188,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p23/dataset_009
0.23,4.347826,beta_0p23,dataset_010,0.7674849467,0.1162575266,2159,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p23/dataset_010
0.23,4.347826,beta_0p23,dataset_011,0.8378627361,0.0810686320,2171,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p23/dataset_011
0.23,4.347826,beta_0p23,dataset_012,0.7440890125,0.1279554937,2157,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p23/dataset_012
0.23,4.347826,beta_0p23,dataset_013,0.8257261411,0.0871369295,2169,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p23/dataset_013
0.23,4.347826,beta_0p23,dataset_014,0.7591139825,0.1204430088,2167,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p23/dataset_014
0.23,4.347826,beta_0p23,dataset_015,0.8062442608,0.0968778696,2178,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p23/dataset_015
0.23,4.347826,beta_0p23,dataset_016,0.7760982522,0.1119508739,2117,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p23/dataset_016
0.23,4.347826,beta_0p23,dataset_017,0.8093909809,0.0953045095,2151,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p23/dataset_017
0.23,4.347826,beta_0p23,dataset_018,0.8362465501,0.0818767249,2174,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p23/dataset_018
0.23,4.347826,beta_0p23,dataset_019,0.8104693141,0.0947653430,2216,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p23/dataset_019
0.23,4.347826,beta_0p23,dataset_020,0.8371987267,0.0814006367,2199,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p23/dataset_020
0.23,4.347826,beta_0p23,dataset_021,0.7847575058,0.1076212471,2165,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p23/dataset_021
0.23,4.347826,beta_0p23,dataset_022,0.8314917127,0.0842541436,2172,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p23/dataset_022
0.23,4.347826,beta_0p23,dataset_023,0.8663594470,0.0668202765,2170,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p23/dataset_023
0.23,4.347826,beta_0p23,dataset_024,0.7735159817,0.1132420091,2190,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p23/dataset_024
0.23,4.347826,beta_0p23,dataset_025,0.7542411738,0.1228794131,2181,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p23/dataset_025
0.23,4.347826,beta_0p23,dataset_026,0.8087431694,0.0956284153,2196,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p23/dataset_026
0.23,4.347826,beta_0p23,dataset_027,0.7750816612,0.1124591694,2143,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p23/dataset_027
0.23,4.347826,beta_0p23,dataset_028,0.8101265823,0.0949367089,2212,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p23/dataset_028
0.23,4.347826,beta_0p23,dataset_029,0.8310120706,0.0844939647,2154,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p23/dataset_029
0.23,4.347826,beta_0p23,dataset_030,0.7482319661,0.1258840170,2121,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p23/dataset_030
0.23,4.347826,beta_0p23,dataset_031,0.8268876611,0.0865561694,2172,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p23/dataset_031
0.23,4.347826,beta_0p23,dataset_032,0.8446691176,0.0776654412,2176,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p23/dataset_032
0.23,4.347826,beta_0p23,dataset_033,0.8599257885,0.0700371058,2156,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p23/dataset_033
0.23,4.347826,beta_0p23,dataset_034,0.7743300423,0.1128349788,2127,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p23/dataset_034
0.23,4.347826,beta_0p23,dataset_035,0.8016528926,0.0991735537,2178,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p23/dataset_035
0.23,4.347826,beta_0p23,dataset_036,0.7626962142,0.1186518929,2166,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p23/dataset_036
0.23,4.347826,beta_0p23,dataset_037,0.8324074074,0.0837962963,2160,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p23/dataset_037
0.23,4.347826,beta_0p23,dataset_038,0.8753462604,0.0623268698,2166,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p23/dataset_038
0.23,4.347826,beta_0p23,dataset_039,0.8692022263,0.0653988868,2156,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p23/dataset_039
0.23,4.347826,beta_0p23,dataset_040,0.8631143776,0.0684428112,2177,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p23/dataset_040
0.23,4.347826,beta_0p23,dataset_041,0.7879924953,0.1060037523,2132,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p23/dataset_041
0.23,4.347826,beta_0p23,dataset_042,0.6482084691,0.1758957655,2149,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p23/dataset_042
0.23,4.347826,beta_0p23,dataset_043,0.7913043478,0.1043478261,2185,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p23/dataset_043
0.23,4.347826,beta_0p23,dataset_044,0.8234217749,0.0882891125,2186,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p23/dataset_044
0.23,4.347826,beta_0p23,dataset_045,0.8196042338,0.0901978831,2173,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p23/dataset_045
0.23,4.347826,beta_0p23,dataset_046,0.8122977346,0.0938511327,2163,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p23/dataset_046
0.23,4.347826,beta_0p23,dataset_047,0.8327239488,0.0836380256,2188,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p23/dataset_047
0.23,4.347826,beta_0p23,dataset_048,0.8118304611,0.0940847694,2147,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p23/dataset_048
0.23,4.347826,beta_0p23,dataset_049,0.8587909552,0.0706045224,2167,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p23/dataset_049
0.23,4.347826,beta_0p23,dataset_050,0.8701059420,0.0649470290,2171,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p23/dataset_050
0.23,4.347826,beta_0p23,dataset_051,0.7911131470,0.1044434265,2183,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p23/dataset_051
0.23,4.347826,beta_0p23,dataset_052,0.8381609195,0.0809195402,2175,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p23/dataset_052
0.23,4.347826,beta_0p23,dataset_053,0.7766681798,0.1116659101,2203,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p23/dataset_053
0.23,4.347826,beta_0p23,dataset_054,0.7845732542,0.1077133729,2191,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p23/dataset_054
0.23,4.347826,beta_0p23,dataset_055,0.8042352941,0.0978823529,2125,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p23/dataset_055
0.23,4.347826,beta_0p23,dataset_056,0.8673422386,0.0663288807,2171,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p23/dataset_056
0.23,4.347826,beta_0p23,dataset_057,0.7966573816,0.1016713092,2154,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p23/dataset_057
0.23,4.347826,beta_0p23,dataset_058,0.8127896200,0.0936051900,2158,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p23/dataset_058
0.23,4.347826,beta_0p23,dataset_059,0.8361401912,0.0819299044,2197,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p23/dataset_059
0.23,4.347826,beta_0p23,dataset_060,0.8116883117,0.0941558442,2156,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p23/dataset_060
0.23,4.347826,beta_0p23,dataset_061,0.8056455345,0.0971772328,2161,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p23/dataset_061
0.23,4.347826,beta_0p23,dataset_062,0.8984126984,0.0507936508,2205,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p23/dataset_062
0.23,4.347826,beta_0p23,dataset_063,0.7395306029,0.1302346986,2173,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p23/dataset_063
0.23,4.347826,beta_0p23,dataset_064,0.8306636156,0.0846681922,2185,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p23/dataset_064
0.23,4.347826,beta_0p23,dataset_065,0.7884084637,0.1057957682,2174,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p23/dataset_065
0.23,4.347826,beta_0p23,dataset_066,0.8149005090,0.0925497455,2161,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p23/dataset_066
0.23,4.347826,beta_0p23,dataset_067,0.8785350023,0.0607324988,2157,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p23/dataset_067
0.23,4.347826,beta_0p23,dataset_068,0.7589576547,0.1205211726,2149,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p23/dataset_068
0.23,4.347826,beta_0p23,dataset_069,0.7915309446,0.1042345277,2149,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p23/dataset_069
0.23,4.347826,beta_0p23,dataset_070,0.8245291686,0.0877354157,2177,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p23/dataset_070
0.23,4.347826,beta_0p23,dataset_071,0.8578727357,0.0710636321,2153,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p23/dataset_071
0.23,4.347826,beta_0p23,dataset_072,0.8022181146,0.0988909427,2164,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p23/dataset_072
0.23,4.347826,beta_0p23,dataset_073,0.7677183356,0.1161408322,2187,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p23/dataset_073
0.23,4.347826,beta_0p23,dataset_074,0.7953795380,0.1023102310,2121,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p23/dataset_074
0.23,4.347826,beta_0p23,dataset_075,0.8149335776,0.0925332112,2183,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p23/dataset_075
0.23,4.347826,beta_0p23,dataset_076,0.8368103848,0.0815948076,2157,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p23/dataset_076
0.23,4.347826,beta_0p23,dataset_077,0.7497665733,0.1251167134,2142,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p23/dataset_077
0.23,4.347826,beta_0p23,dataset_078,0.8133949192,0.0933025404,2165,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p23/dataset_078
0.23,4.347826,beta_0p23,dataset_079,0.8201936376,0.0899031812,2169,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p23/dataset_079
0.23,4.347826,beta_0p23,dataset_080,0.7962085308,0.1018957346,2110,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p23/dataset_080
0.23,4.347826,beta_0p23,dataset_081,0.7683433318,0.1158283341,2167,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p23/dataset_081
0.23,4.347826,beta_0p23,dataset_082,0.8059149723,0.0970425139,2164,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p23/dataset_082
0.23,4.347826,beta_0p23,dataset_083,0.8200466200,0.0899766900,2145,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p23/dataset_083
0.23,4.347826,beta_0p23,dataset_084,0.9105578608,0.0447210696,2169,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p23/dataset_084
0.23,4.347826,beta_0p23,dataset_085,0.7769652651,0.1115173675,2188,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p23/dataset_085
0.23,4.347826,beta_0p23,dataset_086,0.8889908257,0.0555045872,2180,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p23/dataset_086
0.23,4.347826,beta_0p23,dataset_087,0.7695511337,0.1152244331,2161,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p23/dataset_087
0.23,4.347826,beta_0p23,dataset_088,0.7924354244,0.1037822878,2168,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p23/dataset_088
0.23,4.347826,beta_0p23,dataset_089,0.8756333487,0.0621833257,2171,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p23/dataset_089
0.25,4.000000,beta_0p25,dataset_000,0.8428835490,0.0785582255,2164,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p25/dataset_000
0.25,4.000000,beta_0p25,dataset_001,0.8646756883,0.0676621559,2143,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p25/dataset_001
0.25,4.000000,beta_0p25,dataset_002,0.8926784902,0.0536607549,2199,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p25/dataset_002
0.25,4.000000,beta_0p25,dataset_003,0.9094304388,0.0452847806,2142,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p25/dataset_003
0.25,4.000000,beta_0p25,dataset_004,0.8914153132,0.0542923434,2155,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p25/dataset_004
0.25,4.000000,beta_0p25,dataset_005,0.8697632058,0.0651183971,2196,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p25/dataset_005
0.25,4.000000,beta_0p25,dataset_006,0.8096997691,0.0951501155,2165,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p25/dataset_006
0.25,4.000000,beta_0p25,dataset_007,0.8319482918,0.0840258541,2166,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p25/dataset_007
0.25,4.000000,beta_0p25,dataset_008,0.8856088561,0.0571955720,2168,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p25/dataset_008
0.25,4.000000,beta_0p25,dataset_009,0.7570700046,0.1214649977,2157,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p25/dataset_009
0.25,4.000000,beta_0p25,dataset_010,0.7785046729,0.1107476636,2140,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p25/dataset_010
0.25,4.000000,beta_0p25,dataset_011,0.8386946387,0.0806526807,2145,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p25/dataset_011
0.25,4.000000,beta_0p25,dataset_012,0.8795180723,0.0602409639,2158,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p25/dataset_012
0.25,4.000000,beta_0p25,dataset_013,0.8222849083,0.0888575458,2127,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p25/dataset_013
0.25,4.000000,beta_0p25,dataset_014,0.8269673263,0.0865163369,2173,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p25/dataset_014
0.25,4.000000,beta_0p25,dataset_015,0.8461538462,0.0769230769,2145,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p25/dataset_015
0.25,4.000000,beta_0p25,dataset_016,0.8479157123,0.0760421438,2183,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p25/dataset_016
0.25,4.000000,beta_0p25,dataset_017,0.8725711704,0.0637144148,2213,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p25/dataset_017
0.25,4.000000,beta_0p25,dataset_018,0.8391019645,0.0804490178,2138,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p25/dataset_018
0.25,4.000000,beta_0p25,dataset_019,0.8496453901,0.0751773050,2115,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p25/dataset_019
0.25,4.000000,beta_0p25,dataset_020,0.7829885057,0.1085057471,2175,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p25/dataset_020
0.25,4.000000,beta_0p25,dataset_021,0.9141160347,0.0429419826,2189,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p25/dataset_021
0.25,4.000000,beta_0p25,dataset_022,0.8481362172,0.0759318914,2173,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p25/dataset_022
0.25,4.000000,beta_0p25,dataset_023,0.8995815900,0.0502092050,2151,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p25/dataset_023
0.25,4.000000,beta_0p25,dataset_024,0.8733363928,0.0633318036,2179,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p25/dataset_024
0.25,4.000000,beta_0p25,dataset_025,0.8267281106,0.0866359447,2170,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p25/dataset_025
0.25,4.000000,beta_0p25,dataset_026,0.9144827586,0.0427586207,2175,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p25/dataset_026
0.25,4.000000,beta_0p25,dataset_027,0.8617072008,0.0691463996,2097,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p25/dataset_027
0.25,4.000000,beta_0p25,dataset_028,0.9090909091,0.0454545455,2222,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p25/dataset_028
0.25,4.000000,beta_0p25,dataset_029,0.8194574369,0.0902712816,2138,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p25/dataset_029
0.25,4.000000,beta_0p25,dataset_030,0.8887850467,0.0556074766,2140,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p25/dataset_030
0.25,4.000000,beta_0p25,dataset_031,0.7913204063,0.1043397969,2166,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p25/dataset_031
0.25,4.000000,beta_0p25,dataset_032,0.7779877185,0.1110061408,2117,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p25/dataset_032
0.25,4.000000,beta_0p25,dataset_033,0.8666053358,0.0666973321,2174,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p25/dataset_033
0.25,4.000000,beta_0p25,dataset_034,0.8430639888,0.0784680056,2141,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p25/dataset_034
0.25,4.000000,beta_0p25,dataset_035,0.8546296296,0.0726851852,2160,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p25/dataset_035
0.25,4.000000,beta_0p25,dataset_036,0.8530499076,0.0734750462,2164,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p25/dataset_036
0.25,4.000000,beta_0p25,dataset_037,0.8826291080,0.0586854460,2130,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p25/dataset_037
0.25,4.000000,beta_0p25,dataset_038,0.8715083799,0.0642458101,2148,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p25/dataset_038
0.25,4.000000,beta_0p25,dataset_039,0.8057455540,0.0971272230,2193,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p25/dataset_039
0.25,4.000000,beta_0p25,dataset_040,0.8481938729,0.0759030636,2187,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p25/dataset_040
0.25,4.000000,beta_0p25,dataset_041,0.8648148148,0.0675925926,2160,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p25/dataset_041
0.25,4.000000,beta_0p25,dataset_042,0.8947858473,0.0526070764,2148,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p25/dataset_042
0.25,4.000000,beta_0p25,dataset_043,0.8557648140,0.0721175930,2177,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p25/dataset_043
0.25,4.000000,beta_0p25,dataset_044,0.7671361502,0.1164319249,2130,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p25/dataset_044
0.25,4.000000,beta_0p25,dataset_045,0.8787598334,0.0606200833,2161,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p25/dataset_045
0.25,4.000000,beta_0p25,dataset_046,0.8374884580,0.0812557710,2166,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p25/dataset_046
0.25,4.000000,beta_0p25,dataset_047,0.8686131387,0.0656934307,2192,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p25/dataset_047
0.25,4.000000,beta_0p25,dataset_048,0.8450834879,0.0774582560,2156,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p25/dataset_048
0.25,4.000000,beta_0p25,dataset_049,0.8781961878,0.0609019061,2151,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p25/dataset_049
0.25,4.000000,beta_0p25,dataset_050,0.8530915853,0.0734542073,2151,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p25/dataset_050
0.25,4.000000,beta_0p25,dataset_051,0.8127896200,0.0936051900,2158,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p25/dataset_051
0.25,4.000000,beta_0p25,dataset_052,0.8846863469,0.0576568266,2168,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p25/dataset_052
0.25,4.000000,beta_0p25,dataset_053,0.8572095194,0.0713952403,2143,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p25/dataset_053
0.25,4.000000,beta_0p25,dataset_054,0.8874656908,0.0562671546,2186,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p25/dataset_054
0.25,4.000000,beta_0p25,dataset_055,0.8544949027,0.0727525487,2158,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p25/dataset_055
0.25,4.000000,beta_0p25,dataset_056,0.9117241379,0.0441379310,2175,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p25/dataset_056
0.25,4.000000,beta_0p25,dataset_057,0.8892988930,0.0553505535,2168,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p25/dataset_057
0.25,4.000000,beta_0p25,dataset_058,0.7841328413,0.1079335793,2168,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p25/dataset_058
0.25,4.000000,beta_0p25,dataset_059,0.8361711919,0.0819144040,2173,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p25/dataset_059
0.25,4.000000,beta_0p25,dataset_060,0.8580527753,0.0709736124,2198,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p25/dataset_060
0.25,4.000000,beta_0p25,dataset_061,0.8697845025,0.0651077487,2181,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p25/dataset_061
0.25,4.000000,beta_0p25,dataset_062,0.9124020286,0.0437989857,2169,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p25/dataset_062
0.25,4.000000,beta_0p25,dataset_063,0.8463674225,0.0768162888,2161,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p25/dataset_063
0.25,4.000000,beta_0p25,dataset_064,0.8294360385,0.0852819807,2181,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p25/dataset_064
0.25,4.000000,beta_0p25,dataset_065,0.8135198135,0.0932400932,2145,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p25/dataset_065
0.25,4.000000,beta_0p25,dataset_066,0.9001386963,0.0499306519,2163,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p25/dataset_066
0.25,4.000000,beta_0p25,dataset_067,0.7857471264,0.1071264368,2175,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p25/dataset_067
0.25,4.000000,beta_0p25,dataset_068,0.8614597861,0.0692701069,2151,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p25/dataset_068
0.25,4.000000,beta_0p25,dataset_069,0.8175081056,0.0912459472,2159,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p25/dataset_069
0.25,4.000000,beta_0p25,dataset_070,0.7822808671,0.1088595664,2122,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p25/dataset_070
0.25,4.000000,beta_0p25,dataset_071,0.8736059480,0.0631970260,2152,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p25/dataset_071
0.25,4.000000,beta_0p25,dataset_072,0.8414015675,0.0792992162,2169,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p25/dataset_072
0.25,4.000000,beta_0p25,dataset_073,0.8762696214,0.0618651893,2166,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p25/dataset_073
0.25,4.000000,beta_0p25,dataset_074,0.8161455903,0.0919272049,2143,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p25/dataset_074
0.25,4.000000,beta_0p25,dataset_075,0.8294144767,0.0852927616,2169,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p25/dataset_075
0.25,4.000000,beta_0p25,dataset_076,0.8030797947,0.0984601027,2143,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p25/dataset_076
0.25,4.000000,beta_0p25,dataset_077,0.8471575023,0.0764212488,2146,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p25/dataset_077
0.25,4.000000,beta_0p25,dataset_078,0.7328351238,0.1335824381,2141,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p25/dataset_078
0.25,4.000000,beta_0p25,dataset_079,0.8340173279,0.0829913361,2193,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p25/dataset_079
0.25,4.000000,beta_0p25,dataset_080,0.8425629291,0.0787185355,2185,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p25/dataset_080
0.25,4.000000,beta_0p25,dataset_081,0.8114075437,0.0942962282,2174,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p25/dataset_081
0.25,4.000000,beta_0p25,dataset_082,0.8167800454,0.0916099773,2205,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p25/dataset_082
0.25,4.000000,beta_0p25,dataset_083,0.8362028851,0.0818985575,2149,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p25/dataset_083
0.25,4.000000,beta_0p25,dataset_084,0.8345724907,0.0827137546,2152,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p25/dataset_084
0.25,4.000000,beta_0p25,dataset_085,0.8206195099,0.0896902450,2163,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p25/dataset_085
0.25,4.000000,beta_0p25,dataset_086,0.8634906093,0.0682546954,2183,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p25/dataset_086
0.25,4.000000,beta_0p25,dataset_087,0.8121850664,0.0939074668,2183,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p25/dataset_087
0.25,4.000000,beta_0p25,dataset_088,0.8217550274,0.0891224863,2188,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p25/dataset_088
0.25,4.000000,beta_0p25,dataset_089,0.8153846154,0.0923076923,2145,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p25/dataset_089
0.27,3.703704,beta_0p27,dataset_000,0.9112149533,0.0443925234,2140,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p27/dataset_000
0.27,3.703704,beta_0p27,dataset_001,0.9175724638,0.0412137681,2208,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p27/dataset_001
0.27,3.703704,beta_0p27,dataset_002,0.8781493358,0.0609253321,2183,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p27/dataset_002
0.27,3.703704,beta_0p27,dataset_003,0.8956999085,0.0521500457,2186,02_dnn_synthetic/01_dataset/raw_outputs/beta_0p27/dataset_003
