run,beta_role,beta,source_beta_tag,cell_id,dataset_id,dataset_tag,complexity_metric,knn_k,complexity_3nn_disagreement,source_dataset
spin_dynamics_90_dataset,spin_sweep_axis,0.19,,cell_beta_0p19_p_0p00,63,dataset_063_seed_6315234,3nn_label_disagreement,3,0.22591145833333334,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p19_p_0p00/dataset_063_seed_6315234/dataset.npz
spin_dynamics_90_dataset,spin_sweep_axis,0.19,,cell_beta_0p19_p_0p00,64,dataset_064_seed_6415234,3nn_label_disagreement,3,0.19401041666666666,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p19_p_0p00/dataset_064_seed_6415234/dataset.npz
spin_dynamics_90_dataset,spin_sweep_axis,0.19,,cell_beta_0p19_p_0p00,65,dataset_065_seed_6515234,3nn_label_disagreement,3,0.16731770833333334,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p19_p_0p00/dataset_065_seed_6515234/dataset.npz
spin_dynamics_90_dataset,spin_sweep_axis,0.19,,cell_beta_0p19_p_0p00,66,dataset_066_seed_6615234,3nn_label_disagreement,3,0.16927083333333334,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p19_p_0p00/dataset_066_seed_6615234/dataset.npz
spin_dynamics_90_dataset,spin_sweep_axis,0.19,,cell_beta_0p19_p_0p00,67,dataset_067_seed_6715234,3nn_label_disagreement,3,0.15234375,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p19_p_0p00/dataset_067_seed_6715234/dataset.npz
spin_dynamics_90_dataset,spin_sweep_axis,0.19,,cell_beta_0p19_p_0p00,68,dataset_068_seed_6815234,3nn_label_disagreement,3,0.15950520833333334,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p19_p_0p00/dataset_068_seed_6815234/dataset.npz
spin_dynamics_90_dataset,spin_sweep_axis,0.19,,cell_beta_0p19_p_0p00,69,dataset_069_seed_6915234,3nn_label_disagreement,3,0.14908854166666666,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p19_p_0p00/dataset_069_seed_6915234/dataset.npz
spin_dynamics_90_dataset,spin_sweep_axis,0.19,,cell_beta_0p19_p_0p00,70,dataset_070_seed_7015234,3nn_label_disagreement,3,0.1484375,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p19_p_0p00/dataset_070_seed_7015234/dataset.npz
spin_dynamics_90_dataset,spin_sweep_axis,0.19,,cell_beta_0p19_p_0p00,71,dataset_071_seed_7115234,3nn_label_disagreement,3,0.193359375,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p19_p_0p00/dataset_071_seed_7115234/dataset.npz
spin_dynamics_90_dataset,spin_sweep_axis,0.19,,cell_beta_0p19_p_0p00,72,dataset_072_seed_7215234,3nn_label_disagreement,3,0.181640625,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p19_p_0p00/dataset_072_seed_7215234/dataset.npz
spin_dynamics_90_dataset,spin_sweep_axis,0.19,,cell_beta_0p19_p_0p00,73,dataset_073_seed_7315234,3nn_label_disagreement,3,0.166015625,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p19_p_0p00/dataset_073_seed_7315234/dataset.npz
spin_dynamics_90_dataset,spin_sweep_axis,0.19,,cell_beta_0p19_p_0p00,74,dataset_074_seed_7415234,3nn_label_disagreement,3,0.125,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p19_p_0p00/dataset_074_seed_7415234/dataset.npz
spin_dynamics_90_dataset,spin_sweep_axis,0.19,,cell_beta_0p19_p_0p00,75,dataset_075_seed_7515234,3nn_label_disagreement,3,0.19205729166666666,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p19_p_0p00/dataset_075_seed_7515234/dataset.npz
spin_dynamics_90_dataset,spin_sweep_axis,0.19,,cell_beta_0p19_p_0p00,76,dataset_076_seed_7615234,3nn_label_disagreement,3,0.2109375,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p19_p_0p00/dataset_076_seed_7615234/dataset.npz
spin_dynamics_90_dataset,spin_sweep_axis,0.19,,cell_beta_0p19_p_0p00,77,dataset_077_seed_7715234,3nn_label_disagreement,3,0.14973958333333334,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p19_p_0p00/dataset_077_seed_7715234/dataset.npz
spin_dynamics_90_dataset,spin_sweep_axis,0.19,,cell_beta_0p19_p_0p00,78,dataset_078_seed_7815234,3nn_label_disagreement,3,0.16276041666666666,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p19_p_0p00/dataset_078_seed_7815234/dataset.npz
spin_dynamics_90_dataset,spin_sweep_axis,0.19,,cell_beta_0p19_p_0p00,79,dataset_079_seed_7915234,3nn_label_disagreement,3,0.21223958333333334,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p19_p_0p00/dataset_079_seed_7915234/dataset.npz
spin_dynamics_90_dataset,spin_sweep_axis,0.19,,cell_beta_0p19_p_0p00,80,dataset_080_seed_8015234,3nn_label_disagreement,3,0.19661458333333334,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p19_p_0p00/dataset_080_seed_8015234/dataset.npz
spin_dynamics_90_dataset,spin_sweep_axis,0.19,,cell_beta_0p19_p_0p00,81,dataset_081_seed_8115234,3nn_label_disagreement,3,0.15169270833333334,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p19_p_0p00/dataset_081_seed_8115234/dataset.npz
spin_dynamics_90_dataset,spin_sweep_axis,0.19,,cell_beta_0p19_p_0p00,82,dataset_082_seed_8215234,3nn_label_disagreement,3,0.17057291666666666,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p19_p_0p00/dataset_082_seed_8215234/dataset.npz
spin_dynamics_90_dataset,spin_sweep_axis,0.19,,cell_beta_0p19_p_0p00,83,dataset_083_seed_8315234,3nn_label_disagreement,3,0.19921875,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p19_p_0p00/dataset_083_seed_8315234/dataset.npz
spin_dynamics_90_dataset,spin_sweep_axis,0.19,,cell_beta_0p19_p_0p00,84,dataset_084_seed_8415234,3nn_label_disagreement,3,0.16927083333333334,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p19_p_0p00/dataset_084_seed_8415234/dataset.npz
spin_dynamics_90_dataset,spin_sweep_axis,0.19,,cell_beta_0p19_p_0p00,85,dataset_085_seed_8515234,3nn_label_disagreement,3,0.130859375,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p19_p_0p00/dataset_085_seed_8515234/dataset.npz
spin_dynamics_90_dataset,spin_sweep_axis,0.19,,cell_beta_0p19_p_0p00,86,dataset_086_seed_8615234,3nn_label_disagreement,3,0.18684895833333334,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p19_p_0p00/dataset_086_seed_8615234/dataset.npz
spin_dynamics_90_dataset,spin_sweep_axis,0.19,,cell_beta_0p19_p_0p00,87,dataset_087_seed_8715234,3nn_label_disagreement,3,0.18033854166666666,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p19_p_0p00/dataset_087_seed_8715234/dataset.npz
spin_dynamics_90_dataset,spin_sweep_axis,0.19,,cell_beta_0p19_p_0p00,88,dataset_088_seed_8815234,3nn_label_disagreement,3,0.18489583333333334,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p19_p_0p00/dataset_088_seed_8815234/dataset.npz
spin_dynamics_90_dataset,spin_sweep_axis,0.19,,cell_beta_0p19_p_0p00,89,dataset_089_seed_8915234,3nn_label_disagreement,3,0.21223958333333334,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p19_p_0p00/dataset_089_seed_8915234/dataset.npz
spin_dynamics_90_dataset,spin_sweep_axis,0.21,,cell_beta_0p21_p_0p00,0,dataset_000_seed_017234,3nn_label_disagreement,3,0.1484375,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p21_p_0p00/dataset_000_seed_017234/dataset.npz
spin_dynamics_90_dataset,spin_sweep_axis,0.21,,cell_beta_0p21_p_0p00,1,dataset_001_seed_117234,3nn_label_disagreement,3,0.130859375,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p21_p_0p00/dataset_001_seed_117234/dataset.npz
spin_dynamics_90_dataset,spin_sweep_axis,0.21,,cell_beta_0p21_p_0p00,2,dataset_002_seed_217234,3nn_label_disagreement,3,0.1484375,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p21_p_0p00/dataset_002_seed_217234/dataset.npz
spin_dynamics_90_dataset,spin_sweep_axis,0.21,,cell_beta_0p21_p_0p00,3,dataset_003_seed_317234,3nn_label_disagreement,3,0.150390625,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p21_p_0p00/dataset_003_seed_317234/dataset.npz
spin_dynamics_90_dataset,spin_sweep_axis,0.21,,cell_beta_0p21_p_0p00,4,dataset_004_seed_417234,3nn_label_disagreement,3,0.11002604166666667,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p21_p_0p00/dataset_004_seed_417234/dataset.npz
spin_dynamics_90_dataset,spin_sweep_axis,0.21,,cell_beta_0p21_p_0p00,5,dataset_005_seed_517234,3nn_label_disagreement,3,0.115234375,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p21_p_0p00/dataset_005_seed_517234/dataset.npz
spin_dynamics_90_dataset,spin_sweep_axis,0.21,,cell_beta_0p21_p_0p00,6,dataset_006_seed_617234,3nn_label_disagreement,3,0.1328125,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p21_p_0p00/dataset_006_seed_617234/dataset.npz
spin_dynamics_90_dataset,spin_sweep_axis,0.21,,cell_beta_0p21_p_0p00,7,dataset_007_seed_717234,3nn_label_disagreement,3,0.1171875,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p21_p_0p00/dataset_007_seed_717234/dataset.npz
spin_dynamics_90_dataset,spin_sweep_axis,0.21,,cell_beta_0p21_p_0p00,8,dataset_008_seed_817234,3nn_label_disagreement,3,0.146484375,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p21_p_0p00/dataset_008_seed_817234/dataset.npz
spin_dynamics_90_dataset,spin_sweep_axis,0.21,,cell_beta_0p21_p_0p00,9,dataset_009_seed_917234,3nn_label_disagreement,3,0.13151041666666666,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p21_p_0p00/dataset_009_seed_917234/dataset.npz
spin_dynamics_90_dataset,spin_sweep_axis,0.21,,cell_beta_0p21_p_0p00,10,dataset_010_seed_1017234,3nn_label_disagreement,3,0.109375,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p21_p_0p00/dataset_010_seed_1017234/dataset.npz
spin_dynamics_90_dataset,spin_sweep_axis,0.21,,cell_beta_0p21_p_0p00,11,dataset_011_seed_1117234,3nn_label_disagreement,3,0.103515625,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p21_p_0p00/dataset_011_seed_1117234/dataset.npz
spin_dynamics_90_dataset,spin_sweep_axis,0.21,,cell_beta_0p21_p_0p00,12,dataset_012_seed_1217234,3nn_label_disagreement,3,0.13411458333333334,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p21_p_0p00/dataset_012_seed_1217234/dataset.npz
spin_dynamics_90_dataset,spin_sweep_axis,0.21,,cell_beta_0p21_p_0p00,13,dataset_013_seed_1317234,3nn_label_disagreement,3,0.125,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p21_p_0p00/dataset_013_seed_1317234/dataset.npz
spin_dynamics_90_dataset,spin_sweep_axis,0.21,,cell_beta_0p21_p_0p00,14,dataset_014_seed_1417234,3nn_label_disagreement,3,0.12044270833333333,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p21_p_0p00/dataset_014_seed_1417234/dataset.npz
spin_dynamics_90_dataset,spin_sweep_axis,0.21,,cell_beta_0p21_p_0p00,15,dataset_015_seed_1517234,3nn_label_disagreement,3,0.115234375,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p21_p_0p00/dataset_015_seed_1517234/dataset.npz
spin_dynamics_90_dataset,spin_sweep_axis,0.21,,cell_beta_0p21_p_0p00,16,dataset_016_seed_1617234,3nn_label_disagreement,3,0.11588541666666667,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p21_p_0p00/dataset_016_seed_1617234/dataset.npz
spin_dynamics_90_dataset,spin_sweep_axis,0.21,,cell_beta_0p21_p_0p00,17,dataset_017_seed_1717234,3nn_label_disagreement,3,0.13541666666666666,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p21_p_0p00/dataset_017_seed_1717234/dataset.npz
spin_dynamics_90_dataset,spin_sweep_axis,0.21,,cell_beta_0p21_p_0p00,18,dataset_018_seed_1817234,3nn_label_disagreement,3,0.15169270833333334,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p21_p_0p00/dataset_018_seed_1817234/dataset.npz
spin_dynamics_90_dataset,spin_sweep_axis,0.21,,cell_beta_0p21_p_0p00,19,dataset_019_seed_1917234,3nn_label_disagreement,3,0.14778645833333334,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p21_p_0p00/dataset_019_seed_1917234/dataset.npz
spin_dynamics_90_dataset,spin_sweep_axis,0.21,,cell_beta_0p21_p_0p00,20,dataset_020_seed_2017234,3nn_label_disagreement,3,0.11328125,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p21_p_0p00/dataset_020_seed_2017234/dataset.npz
spin_dynamics_90_dataset,spin_sweep_axis,0.21,,cell_beta_0p21_p_0p00,21,dataset_021_seed_2117234,3nn_label_disagreement,3,0.11653645833333333,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p21_p_0p00/dataset_021_seed_2117234/dataset.npz
spin_dynamics_90_dataset,spin_sweep_axis,0.21,,cell_beta_0p21_p_0p00,22,dataset_022_seed_2217234,3nn_label_disagreement,3,0.17317708333333334,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p21_p_0p00/dataset_022_seed_2217234/dataset.npz
spin_dynamics_90_dataset,spin_sweep_axis,0.21,,cell_beta_0p21_p_0p00,23,dataset_023_seed_2317234,3nn_label_disagreement,3,0.11783854166666667,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p21_p_0p00/dataset_023_seed_2317234/dataset.npz
spin_dynamics_90_dataset,spin_sweep_axis,0.21,,cell_beta_0p21_p_0p00,24,dataset_024_seed_2417234,3nn_label_disagreement,3,0.11848958333333333,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p21_p_0p00/dataset_024_seed_2417234/dataset.npz
spin_dynamics_90_dataset,spin_sweep_axis,0.21,,cell_beta_0p21_p_0p00,25,dataset_025_seed_2517234,3nn_label_disagreement,3,0.142578125,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p21_p_0p00/dataset_025_seed_2517234/dataset.npz
spin_dynamics_90_dataset,spin_sweep_axis,0.21,,cell_beta_0p21_p_0p00,26,dataset_026_seed_2617234,3nn_label_disagreement,3,0.14127604166666666,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p21_p_0p00/dataset_026_seed_2617234/dataset.npz
spin_dynamics_90_dataset,spin_sweep_axis,0.21,,cell_beta_0p21_p_0p00,27,dataset_027_seed_2717234,3nn_label_disagreement,3,0.109375,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p21_p_0p00/dataset_027_seed_2717234/dataset.npz
spin_dynamics_90_dataset,spin_sweep_axis,0.21,,cell_beta_0p21_p_0p00,28,dataset_028_seed_2817234,3nn_label_disagreement,3,0.13151041666666666,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p21_p_0p00/dataset_028_seed_2817234/dataset.npz
spin_dynamics_90_dataset,spin_sweep_axis,0.21,,cell_beta_0p21_p_0p00,29,dataset_029_seed_2917234,3nn_label_disagreement,3,0.123046875,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p21_p_0p00/dataset_029_seed_2917234/dataset.npz
spin_dynamics_90_dataset,spin_sweep_axis,0.21,,cell_beta_0p21_p_0p00,30,dataset_030_seed_3017234,3nn_label_disagreement,3,0.103515625,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p21_p_0p00/dataset_030_seed_3017234/dataset.npz
spin_dynamics_90_dataset,spin_sweep_axis,0.21,,cell_beta_0p21_p_0p00,31,dataset_031_seed_3117234,3nn_label_disagreement,3,0.1015625,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p21_p_0p00/dataset_031_seed_3117234/dataset.npz
spin_dynamics_90_dataset,spin_sweep_axis,0.21,,cell_beta_0p21_p_0p00,32,dataset_032_seed_3217234,3nn_label_disagreement,3,0.16276041666666666,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p21_p_0p00/dataset_032_seed_3217234/dataset.npz
spin_dynamics_90_dataset,spin_sweep_axis,0.21,,cell_beta_0p21_p_0p00,33,dataset_033_seed_3317234,3nn_label_disagreement,3,0.08528645833333333,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p21_p_0p00/dataset_033_seed_3317234/dataset.npz
spin_dynamics_90_dataset,spin_sweep_axis,0.21,,cell_beta_0p21_p_0p00,34,dataset_034_seed_3417234,3nn_label_disagreement,3,0.08138020833333333,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p21_p_0p00/dataset_034_seed_3417234/dataset.npz
spin_dynamics_90_dataset,spin_sweep_axis,0.21,,cell_beta_0p21_p_0p00,35,dataset_035_seed_3517234,3nn_label_disagreement,3,0.126953125,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p21_p_0p00/dataset_035_seed_3517234/dataset.npz
spin_dynamics_90_dataset,spin_sweep_axis,0.21,,cell_beta_0p21_p_0p00,36,dataset_036_seed_3617234,3nn_label_disagreement,3,0.14908854166666666,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p21_p_0p00/dataset_036_seed_3617234/dataset.npz
spin_dynamics_90_dataset,spin_sweep_axis,0.21,,cell_beta_0p21_p_0p00,37,dataset_037_seed_3717234,3nn_label_disagreement,3,0.12825520833333334,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p21_p_0p00/dataset_037_seed_3717234/dataset.npz
spin_dynamics_90_dataset,spin_sweep_axis,0.21,,cell_beta_0p21_p_0p00,38,dataset_038_seed_3817234,3nn_label_disagreement,3,0.15950520833333334,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p21_p_0p00/dataset_038_seed_3817234/dataset.npz
spin_dynamics_90_dataset,spin_sweep_axis,0.21,,cell_beta_0p21_p_0p00,39,dataset_039_seed_3917234,3nn_label_disagreement,3,0.11653645833333333,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p21_p_0p00/dataset_039_seed_3917234/dataset.npz
spin_dynamics_90_dataset,spin_sweep_axis,0.21,,cell_beta_0p21_p_0p00,40,dataset_040_seed_4017234,3nn_label_disagreement,3,0.14127604166666666,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p21_p_0p00/dataset_040_seed_4017234/dataset.npz
spin_dynamics_90_dataset,spin_sweep_axis,0.21,,cell_beta_0p21_p_0p00,41,dataset_041_seed_4117234,3nn_label_disagreement,3,0.12565104166666666,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p21_p_0p00/dataset_041_seed_4117234/dataset.npz
spin_dynamics_90_dataset,spin_sweep_axis,0.21,,cell_beta_0p21_p_0p00,42,dataset_042_seed_4217234,3nn_label_disagreement,3,0.10286458333333333,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p21_p_0p00/dataset_042_seed_4217234/dataset.npz
spin_dynamics_90_dataset,spin_sweep_axis,0.21,,cell_beta_0p21_p_0p00,43,dataset_043_seed_4317234,3nn_label_disagreement,3,0.14973958333333334,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p21_p_0p00/dataset_043_seed_4317234/dataset.npz
spin_dynamics_90_dataset,spin_sweep_axis,0.21,,cell_beta_0p21_p_0p00,44,dataset_044_seed_4417234,3nn_label_disagreement,3,0.10546875,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p21_p_0p00/dataset_044_seed_4417234/dataset.npz
spin_dynamics_90_dataset,spin_sweep_axis,0.21,,cell_beta_0p21_p_0p00,45,dataset_045_seed_4517234,3nn_label_disagreement,3,0.15364583333333334,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p21_p_0p00/dataset_045_seed_4517234/dataset.npz
spin_dynamics_90_dataset,spin_sweep_axis,0.21,,cell_beta_0p21_p_0p00,46,dataset_046_seed_4617234,3nn_label_disagreement,3,0.138671875,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p21_p_0p00/dataset_046_seed_4617234/dataset.npz
spin_dynamics_90_dataset,spin_sweep_axis,0.21,,cell_beta_0p21_p_0p00,47,dataset_047_seed_4717234,3nn_label_disagreement,3,0.13997395833333334,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p21_p_0p00/dataset_047_seed_4717234/dataset.npz
spin_dynamics_90_dataset,spin_sweep_axis,0.21,,cell_beta_0p21_p_0p00,48,dataset_048_seed_4817234,3nn_label_disagreement,3,0.125,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p21_p_0p00/dataset_048_seed_4817234/dataset.npz
spin_dynamics_90_dataset,spin_sweep_axis,0.21,,cell_beta_0p21_p_0p00,49,dataset_049_seed_4917234,3nn_label_disagreement,3,0.13802083333333334,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p21_p_0p00/dataset_049_seed_4917234/dataset.npz
spin_dynamics_90_dataset,spin_sweep_axis,0.21,,cell_beta_0p21_p_0p00,50,dataset_050_seed_5017234,3nn_label_disagreement,3,0.11393229166666667,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p21_p_0p00/dataset_050_seed_5017234/dataset.npz
spin_dynamics_90_dataset,spin_sweep_axis,0.21,,cell_beta_0p21_p_0p00,51,dataset_051_seed_5117234,3nn_label_disagreement,3,0.11393229166666667,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p21_p_0p00/dataset_051_seed_5117234/dataset.npz
spin_dynamics_90_dataset,spin_sweep_axis,0.21,,cell_beta_0p21_p_0p00,52,dataset_052_seed_5217234,3nn_label_disagreement,3,0.080078125,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p21_p_0p00/dataset_052_seed_5217234/dataset.npz
spin_dynamics_90_dataset,spin_sweep_axis,0.21,,cell_beta_0p21_p_0p00,53,dataset_053_seed_5317234,3nn_label_disagreement,3,0.14583333333333334,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p21_p_0p00/dataset_053_seed_5317234/dataset.npz
spin_dynamics_90_dataset,spin_sweep_axis,0.21,,cell_beta_0p21_p_0p00,54,dataset_054_seed_5417234,3nn_label_disagreement,3,0.13151041666666666,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p21_p_0p00/dataset_054_seed_5417234/dataset.npz
spin_dynamics_90_dataset,spin_sweep_axis,0.21,,cell_beta_0p21_p_0p00,55,dataset_055_seed_5517234,3nn_label_disagreement,3,0.150390625,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p21_p_0p00/dataset_055_seed_5517234/dataset.npz
spin_dynamics_90_dataset,spin_sweep_axis,0.21,,cell_beta_0p21_p_0p00,56,dataset_056_seed_5617234,3nn_label_disagreement,3,0.11653645833333333,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p21_p_0p00/dataset_056_seed_5617234/dataset.npz
spin_dynamics_90_dataset,spin_sweep_axis,0.21,,cell_beta_0p21_p_0p00,57,dataset_057_seed_5717234,3nn_label_disagreement,3,0.150390625,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p21_p_0p00/dataset_057_seed_5717234/dataset.npz
spin_dynamics_90_dataset,spin_sweep_axis,0.21,,cell_beta_0p21_p_0p00,58,dataset_058_seed_5817234,3nn_label_disagreement,3,0.17252604166666666,02_dnn_synthetic/01_dataset/raw_outputs/18_beta_cell_90_dataset/raw_datasets/cell_beta_0p21_p_0p00/dataset_058_seed_5817234/dataset.npz
